id,fullName,prompt
239260,Denis Nesci,"Denis Nesci, Italian politician, born 25 July 1981 in Italy, member of the Brothers of Italy party, serving as a Member of the European Parliament for Southern Italy since 3 October 2022, succeeding Raffaele Fitto."
188945,Dennis Radtke,"Dennis Radtke, a German politician, born 29 April 1979 in Bochum, North Rhine-Westphalia, Germany. Member of the European Parliament since 24 July 2017, representing Germany, affiliated with the Christian Democratic Union and the European People's Party. Previously a member of the Social Democratic Party until 2002. Served as trade union secretary with IG Bergbau, Chemie, Energie from 2008 to 2017. Committee assignments include the Committee on Employment and Social Affairs, and delegations for relations with the Korean Peninsula and the European Parliament Intergroup on Trade Unions. Chair of the Christian Democratic Employees' Association in North Rhine-Westphalia since 2019, and member of the national leadership of the CDA. Nominated as delegate to the Federal Convention for the purpose of electing the President of Germany in 2022. Member of IG Bergbau, Chemie, Energie since 1998. Publicly endorsed Armin Laschet as the party's chair in the 2021 Christian Democratic Union of Germany leadership election."
97133,Derk Jan Eppink,"Derk Jan Eppink, born 7 November 1958 in Steenderen, Netherlands, Dutch journalist and politician, studied Dutch law at Vrije Universiteit Amsterdam and European law and International Politics at the University of Amsterdam. Worked as trainee at the European Commission, assistant to Members of the European Parliament, journalist at NRC Handelsblad and De Standaard, and cabinet secretary for European Commissioners Bolkestein and Kallas. Elected to the European Parliament for List Dedecker in 2009 and for Forum for Democracy in 2019. Member of the Dutch House of Representatives for JA21 from 2021, switched to the Farmer-Citizen Movement in 2023. Signed the Madrid Charter, a document describing left-wing groups as enemies of Ibero-America. Member of the European Conservatives and Reformists Group Executive."
197832,Diana Riba Giner,"Diana Riba i Giner, a 49-year-old female Catalan politician from Spain, born on 21 February 1975 in Barcelona, Catalonia, Spain, with a degree in pedagogy from the University of Barcelona. She is a member of the European Parliament for Spain since 2 July 2019. She is affiliated with the Republican Left of Catalonia and the Republics Now electoral alliance. She has a partner, Raül Romeva, and two children, Elda and Noah. Her career includes working at the Center for Initiatives and Research Centers in the Mediterranean Foundation, La Caixa Foundation, and running the Pati dels Llibres book shop in Sant Cugat del Vallès. She is a member of the Castellers in Sant Cugat and the Catalan Association for Civil Rights."
96951,Diane Dodds,"Diane Dodds, born 16 August 1958, in Rathfriland, County Down, Northern Ireland, is a Democratic Unionist Party (DUP) politician. She is married to Nigel, Lord Dodds of Duncairn, and they have three children. Dodds was educated at Banbridge Academy and Queen's University Belfast, where she studied to become a teacher. She served as a Member of the European Parliament (MEP) for Northern Ireland from 2009 to 2020, and previously sat in the Northern Ireland Assembly from 2003 to 2007 as MLA for West Belfast and from 2020 to present as MLA for Upper Bann. Dodds was also a member of Belfast City Council from 2005 to 2010, representing the Court District Electoral Area. She voted against a motion asserting the ""existence of a clear risk of a serious breach by Hungary of the values on which the Union is founded"" in 2018. Dodds is the DUP's Spokesperson for Education and Skills."
124822,Dietmar Köster,"Dietmar Köster, a male, born on 6 January 1957 in Schwerte, Nordrhein-Westfalen, Germany. He is a member of the Social Democratic Party of Germany and the Party of European Socialists. Köster graduated from the Ruhr University Bochum with a degree in social science in 1983 and obtained a doctorate in 2002. He served as the Director of the Geragogik e.V. Research Institute from 2002 to 2011 and has been a professor at the Dortmund Vocational College since 2012. Köster was a Member of the European Parliament representing Germany from 1 July 2014 to 15 July 2024. He was a member of the Committee on Civil Liberties, Justice and Home Affairs, Committee of Inquiry to investigate alleged contraventions and maladministration in the application of Union law in relation to money laundering, tax avoidance and tax evasion, Delegation for relations with the United States, and Committee on Legal Affairs. He also served as a member of the European Parliament Intergroup on Anti-Racism and Diversity, the European Parliament Intergroup on Western Sahara, and the European Parliament Intergroup on LGBT Rights. Additionally, Köster is a member of the German United Services Trade Union (ver.di)."
124692,Dimitris Papadakis,"Dimitris Papadakis, Cypriot politician, born 22 August 1966 in Famagusta, Cyprus, serving as Member of the European Parliament for Cyprus since 1 July 2014, representing the Movement for Social Democracy until 2020 and as an Independent politician since 2020, member of the Committee on Foreign Affairs and Delegation to the EU-Russia Parliamentary Cooperation Committee."
28586,Dimitris Papadimoulis,"Dimitrios Papadimoulis, a Greek politician, born on March 21, 1955, in Athens, Greece. He is a member of the New Left party (2023-present) and previously affiliated with Synaspismos (until 2012) and Syriza (2012-2023). Papadimoulis studied civil engineering at the National Technical University of Athens and worked as an engineer and business executive for 25 years (1980-2004). He is married to Nadia Soubasaki and has two children. Papadimoulis has been a Member of the European Parliament (MEP) since 2014, with previous terms from 2004-2009, and a member of the Hellenic Parliament from 2009-2014. He has served as Vice-President of the European Parliament since July 1, 2014, and is the head of the Syriza delegation at the European Parliament. Papadimoulis is a full member of the Committee on Economic and Monetary Affairs and a substitute member of the Committee on Regional Development."
197693,Dinesh Dhamija,"Dinesh Dhamija, a British Indian politician, was born in 1950 in Australia. He is a member of the Liberal Democrats and served as a Member of the European Parliament for the London region from 2 July 2019 to 31 January 2020. He was educated at Fitzwilliam College, Cambridge, and holds an MA in law. Prior to his political career, he was a successful entrepreneur, best known as the founder of online travel agency Ebookers, which he sold for £209m in 2005. He has an estimated worth of £100m as of 2004. He joined the Liberal Democrats in 2014 and has held various roles within the party, including Deputy Treasurer."
197804,Dino Giarrusso,"Dino Giarrusso, born 11 September 1974 in Catania, Italy, is an Italian television personality and politician. He graduated in Communication Sciences from the University of Siena in 1997 and worked as a journalist, collaborating with La Repubblica and L'Unità. Giarrusso was a television author for local Sicilian newspapers and worked on commercials and documentaries, often focusing on his homeland. He was an assistant director for Ettore Scola, Marco Risi, and Ricky Tognazzi, and played minor roles in Italian TV series. From 2014 to 2018, he worked as a correspondent for the TV program Le Iene on Italia 1. Giarrusso was elected as an MEP in the 2019 European Parliament election with 117,211 preference votes, making him the most voted candidate of the Five Star Movement. He represents the Italian Islands constituency in the European Parliament, having taken office on 2 July 2019. Giarrusso was a member of the Five Star Movement from 2018 to 2022, and later joined South calls North in 2022."
124708,Dita Charanzová,"Dita Charanzová, a Czech politician, was born on 30 April 1975 in Prague, Czechoslovakia. She holds a doctorate from the University of Economics in Prague and graduated from the Diplomatic School of Spain in Madrid. Charanzová has two daughters and speaks fluent English, French, Spanish, and Russian. She was a member of the European Parliament from 2014 to 2024, representing the Czech Republic, and served as Vice-President of the European Parliament from 2019 to 2024. Charanzová is affiliated with the Renew Europe group and was a member of the ANO 2011 party until 2023. Her areas of focus include digital agenda, consumer protection, internal market, and international trade. She has held various roles, including coordinator for Renew Europe in the Committee on the Internal Market and Consumer Protection, and has been involved in child protection online. Charanzová has received several awards, including the MEP Award three times, the New Europe 100, and recognition from European consumer associations. She is a member of the European Council on Foreign Relations, the Aspen Institute, and the World Law Foundation."
197711,Dolors Montserrat i Montserrat,"Dolors Montserrat i Montserrat, a female politician from Spain, born on 18 September 1973 in Sant Sadurní d'Anoia, Catalonia, Spain. She studied law at Abat Oliva CEU University in Barcelona, and later specialized in urban, real estate, and environmental law. Montserrat is a member of the People's Party and has been involved in politics since 2007. She served as Minister of Health, Social Services and Equality from 2016 to 2018, and as a Member of the Congress of Deputies from 2008 to 2019. Since 2019, she has been a Member of the European Parliament, where she chairs the Committee on Petitions and serves on several other committees. Montserrat is an outspoken opponent of the Catalan independence movement. She has been Vice-Chair of the European People's Party in the European Parliament since June 2024."
204346,Dominik Tarczyński,"Dominik Tarczyński, a Polish politician and journalist, born on March 27, 1979, in Lublin, Poland. He served as a community animator at London's Westminster Cathedral from 2003 to 2008, hosted a radio broadcast of Christian music, and was a lay assistant to a British exorcist. He was the director of TVP3 Kielce from 2009 to 2010 and later worked as the deputy director for operation in the IT and Telecommunications Center of TVP. Tarczyński was a journalist for Gazeta Polska, created documentary films, and founded the Association of Catholics Charismatics. He ran for the Świętokrzyskie Sejm in 2010 but was unsuccessful. He co-founded Solidarna Polska in 2011 but left in 2014. He was elected to the Sejm in 2015 and 2019 as a non-party candidate from the Law and Justice list. Tarczyński was elected to the European Parliament in 2019 and took office on February 1, 2020. He was re-elected to the European Parliament in 2024. His party affiliations include Law and Justice and the European Conservatives and Reformists Group."
124771,Dominique Bilde,"Dominique Bilde, born 1 August 1953 in Nancy, France, is a National Rally politician. She was a Member of the European Parliament from 1 July 2014 to 15 July 2024, initially representing East France from 2014 to 2019. Dominique Bilde is the parent of Bruno Bilde."
96885,Dominique Riquet,"Dominique Riquet, a French Radical Party politician and surgeon, born on 18 September 1946 in Valenciennes, France. He served as the Mayor of Valenciennes from 2002 to 2012. As a Member of the European Parliament from 2009 to 2024, representing North-West France, he was part of the European People's Party group from 2009 to 2014, then the Alliance of Liberals and Democrats for Europe group, and later the Renew Europe group. He held various committee positions, including the Committee on Transport and Tourism and the Committee on Budgets, and chaired the European Parliament Intergroup on Long Term Investment and Reindustrialisation. Riquet urged the replacement of the European Union's ambassador to Cuba in 2021."
127096,Domènec Ruiz Devesa,"Domènec Ruiz Devesa, a Spanish politician born on 3 March 1978 in Alicante, Spain, is a member of the Spanish Socialist Workers' Party (PSOE). He has been serving as a Member of the European Parliament (MEP) for Spain since 2 July 2019. Ruiz Devesa is part of the Committee on Culture and Education, the Committee on Constitutional Affairs, and the Parliament's delegation to the Conference on the Future of Europe. He is also a member of the European Parliament Intergroup on Climate Change, Biodiversity and Sustainable Development, the European Parliament Intergroup on LGBT Rights, the European Parliament Intergroup on Trade Unions, and the Spinelli Group. In 2022, he was the parliament's rapporteur on a proposal for an overhaul of European election rules."
204733,Dorien Rookmaker,"Dorien Rookmaker, a Dutch politician born on 30 July 1964 in Petten, Netherlands. She is a member of the More Direct Democracy party and has previously been affiliated with the Otten Group, Forum for Democracy, and Democrats 66. Rookmaker holds a propaedeutic degree in political science from Leiden University and a doctoral degree in Business Economics from the University of Groningen. She worked in the financial sector, including as head of non-financial risk management at NN Group and as a Risk Officer on the Executive Board of Nationale Nederlanden. Rookmaker was a municipal councillor in Groningen and a member of the Senate from 11 June 2019 to 11 February 2020. She served as a Member of the European Parliament from 12 February 2020 to 15 July 2024, initially as a non-attached member and later as part of the European Conservatives and Reformists group. Rookmaker is committed to fighting fraud and supports a European network of high-speed railway lines. She abstained from voting on the removal of Eva Kaili as European Parliament's vice-president due to insufficient information."
197658,Dragoș Benea,"Dragoș Benea, a Romanian politician and Member of the European Parliament, representing the Social Democratic Party, from the Romania constituency."
197663,Dragoș Pîslaru,"Dragoș Pîslaru is a Romanian economist and politician of REPER who has been serving as a Member of the European Parliament since 2019. He was previously a member of USR PLUS/USR. He also held the position of Minister of Labor, Family, Social Protection and the Elderly in the government of Prime Minister Dacian Cioloș from 18 April 2016, until 4 January 2017. 

He is a graduate of the Faculty of International Economic Relations within the Academy of Economic Studies in Bucharest with a bachelor's degree in International Economics. He holds a Master of Science - International Relations from the London School of Economics and Political Science in the United Kingdom and a Diploma of Entrepreneurship - Case Study Centered Learning at Harvard Business School. He holds a doctorate in economic sciences.

Pîslaru taught economics at ASE Bucharest as a university lecturer, at the Faculty of International Economic Relations. He was associate researcher at the Romanian Center for Economic Policies and executive director of the Applied Economics Group. Pîslaru held the position of administrator / general manager in the strategic consulting company, GEA Strategy & Consulting S.A.

In the European Parliament, Pîslaru serves on the Committee on Labor and Social Affairs, the Committee on Economic and Monetary Affairs, and on the Committee on Industry, Research and Energy. He is the parliament's rapporteur on the Support Program for Reforms, with a budget of 25 billion euros. He is also part of the working group within the ECON Committee dedicated to joining the euro zone.

Pîslaru is a member of the Competition Council Advisory Board, Romanian Society of Economy, The TCI network, Team Europe, and the Alumni Association in Romania of the London School of Economics. He has been involved in several projects on European policies, in particular regarding economic competitiveness, sustainable development and engines of growth.

He was born on March 23, 1976, in Bucharest, Romania. He is a member of REPER since 2022 and previously a member of USR PLUS/USR until 2022."
197665,Dragoș Tudorache,"Dragoș Tudorache, a Romanian politician, born on January 14, 1975, in Vaslui, Romania. He is a member of USR PLUS/USR and has been serving as a Member of the European Parliament since 2019, representing the Romania constituency. He holds a position as deputy chair of the Renew Europe parliamentary group and is part of various committees, including the Committee on Civil Liberties, Justice and Home Affairs, the Special Committee on Artificial Intelligence in a Digital Age, and the Committee of Inquiry to investigate the use of Pegasus and equivalent surveillance spyware. He is also a rapporteur on the United States-European Union relations and the Artificial Intelligence Act. Prior to his European Parliament career, he worked at the Organization for Security and Co-operation in Europe (OSCE), the United Nations Interim Administration Mission in Kosovo (UNMIK), the Delegation of the European Commission in Bucharest, and the European Commission's Directorate-General for Migration and Home Affairs. He was the Minister of Internal Affairs in the Cioloș Cabinet from 2016 to 2017. He has expressed political positions on issues such as the treatment of EU nationals in immigration removal centers in the United Kingdom. He is a recipient of the ""MEP of the Mandate"" award at The Parliament Magazine's annual MEP Awards in 2024."
119434,Dubravka Šuica,"Dubravka Šuica, a Croatian politician, was born on May 20, 1957, in Dubrovnik, PR Croatia, FPR Yugoslavia. She graduated from the University of Zagreb's Faculty of Humanities and Social Sciences in 1981, majoring in English and literature and German language. Before entering politics, Šuica worked as a high school teacher, university professor, and principal in Dubrovnik for 20 years. She joined the Croatian Democratic Union (HDZ) in 1990 and became active in politics. Šuica served as the head of HDZ's Dubrovnik branch from 1998 to 2014. She was elected as the first female mayor of Dubrovnik in 2001 and re-elected in 2005, serving until 2009. Šuica was a member of the Croatian Parliament from 2000 to 2011, holding positions in various committees, including Chairwoman of the Family, Youth and Sports committee and vice-chairwoman of the Committee on European Affairs. She was also a member of the European Parliament from 2013 to 2019, serving as one of the deputy chairs of the EP's Delegation for relations with Bosnia and Herzegovina and Kosovo. Šuica was elected as Vice-President of the European Commission for Democracy and Demography in 2019, a position she still holds. She is a member of the Croatian Democratic Union (HDZ) and the European People's Party (EPP). Šuica is married to Stijepo Šuica and has one child."
27714,Edina Tóth,"Edina Tóth, a Hungarian politician and Member of the European Parliament for Fidesz, born on 11 March 1975, graduated from Pázmány Péter Catholic University in 1998 and Századvég School of Politics in 1999, with a background as vice-president of Fidelitas from 1996 to 2003, vice-president of European Democrat Students from 1999 to 2001, and work experience in the Hungarian Ministry of Foreign Affairs, as a political advisor to the European People's Party, and as a member of various committees including the Committee on Women's Rights and Gender Equality, Committee on Industry, Energy and Research, Committee on the Environment, Public Health and Food Safety, and Subcommittee on Public Health."
197800,Eero Heinäluoma,"Eero Olavi Heinäluoma, born 4 July 1955 in Kokkola, Finland, is a Finnish politician and a member of the Social Democratic Party. He studied political science but did not finish his degree. Heinäluoma is married to Satu Siitonen-Heinäluoma and has a daughter, Eveliina Heinäluoma, who is a member of the Finnish parliament. His wife passed away in 2016. He has held various positions, including Minister of Finance from 2005 to 2007, Speaker of the Parliament of Finland from 2011 to 2015, and Member of the European Parliament since 2019. Heinäluoma was the chairman of the Social Democratic Party from 2005 to 2008. He has been a member of the Central Organisation of Finnish Trade Unions and served as its director from 2000 to 2003. Heinäluoma has received several honors, including the Order of the Cross of Liberty, the Order of the White Rose of Finland, the Order of the Cross of Terra Mariana, and the Order of Friendship, which he renounced in 2022. He is currently serving as treasurer of the S&D Group in the European Parliament and is a member of several committees and intergroups, including the European Parliament Committee on Economic and Monetary Affairs and the European Parliament Intergroup on Climate Change, Biodiversity and Sustainable Development."
96991,Eider Gardiazábal Rubial,"Eider Gardiazabal Rubial, a Spanish politician from the Spanish Socialist Workers' Party, born on July 12, 1975, in Bilbao, Basque Country, Spain, serving as a Member of the European Parliament since July 14, 2009, representing Spain, member of the Committee on Budgets, coordinator on the Committee on Budgets for her parliamentary group, rapporteur on the 2015 budget and the COVID-19 pandemic recovery fund in 2020, drafted legislation on cutting EU funds to member states that undermine the rule of law in 2019, member of the delegation to the ACP–EU Joint Parliamentary Assembly, part of the Spinelli Group, the European Parliament Intergroup on LGBT Rights, and the European Parliament Intergroup on Integrity (Transparency, Anti-Corruption and Organized Crime), with a family background in politics as her mother Lentxu Rubial and grandfather Ramón Rubial were members of the Senate of Spain."
4260,Eija-Riitta Korhola,"Eija-Riitta Korhola, Finnish politician, born 15 June 1959 in Lahti, Finland. Education: University of Helsinki (Bachelor of Arts in philosophy, 1990; Licentiate in philosophy, 1994; Doctorate in environmental science, 2014). Career: Development educator, Finn Church Aid (1993-1996); Assistant, radio editorial office (1994-1998); Journalist and educator on the radio, television, and press (1996-1999); Publicist, Helsinki Festival (1997); Member of the European Parliament (1999-2014); Party secretary, Finnish Christian Democrats (2003); Vice chairwoman, Finnish National Coalition Party (2006-2010); Chairwoman, First Step Forum (human rights organization) (since 2002). Former member of the European People's Party; served on the Committee on the Environment, Public Health and Food Safety, ACP-EU Joint Parliamentary Assembly, Committee on Budgetary Control, and Committee on Foreign Affairs."
197699,Elena Kountoura,"Elena Kountoura, Greek politician, born 2 November 1962 in Athens, Greece, daughter of Alexandros Kountouras, former Hellenic Army officer and monarchist. Graduated from the National Gymnastic Academy of Greece and the Department of Sport Science and Physical Education at the National and Kapodistrian University of Athens. Former international model, director of a women's magazine, and track-and-field athlete. Married to Sarantis Papachristopoulos, with two sons, Alexandros and Marios. Brother Nikos Kountouras is her political adviser. Speaks English, French, and Spanish, in addition to native Greek. 

Member of the European Parliament since 2 July 2019, representing Greece. Served as Minister for Tourism from 23 September 2015 to 3 May 2019 and from 27 January 2015 to 28 August 2015. Member of the Hellenic Parliament for Athens A from 2004 to 2015. Party affiliations: Syriza (from 2019), Independent Greeks (2012-2019), and New Democracy (until 2012)."
197611,Elena Lizzi,"Elena Lizzi, Italian politician, born 30 October 1967 in San Daniele del Friuli, member of the League party, served as Assessor for Culture and Identity, Education, Equal Opportunities of the Province of Udine from 2008 to 2013, Deputy Mayor of Buja, Assessor for Environment, Production activities, Community projects and Tourism of Buja since 2017, Member of the European Parliament for North-East Italy since 2 July 2019, term ending 9 June 2024."
197842,Elena Yoncheva,"Elena Nikolova Yoncheva, a Bulgarian freelance journalist and politician, born on 27 May 1964 in Sofia, Bulgaria, to a Bulgarian father, Nikola, and a Russian mother, Larisa. She graduated from Moscow State University. Yoncheva was in a relationship with Sergey Stanishev, former Prime Minister of Bulgaria, from 1994 to 2009. She has reported from various conflict areas, including Kosovo, Algeria, Chechnya, Israel, Somalia, Afghanistan, Iraq, Venezuela, and Colombia. Yoncheva was a correspondent for Bulgarian National Television and has authored over 25 TV documentaries. She was injured by a tear-gas grenade while reporting from Istanbul, Turkey, in 2013. Yoncheva was a participant in bTV's television series Dancing Stars in 2008 and co-anchor of TV7's show ""The Original"" since 2013. She filmed a documentary denouncing the trafficking of migrants through Bulgaria, allegedly facilitated by Bulgarian authorities. Yoncheva was elected to the European Parliament on the Bulgarian Socialist Party ticket in 2019 and is a member of the Committee on Civil Liberties, Justice and Home Affairs, the Subcommittee on Security and Defence, and the Democracy, Rule of Law & Fundamental Rights Monitoring Group. She is also part of the parliament's delegations for relations with Israel and to the Parliamentary Assembly of the Union for the Mediterranean. Yoncheva was the chair of an inter-institutional negotiation group for the EU Migration Pact. She was nominated as a candidate for MEP from the DPS political party in the 2024 European Parliament election."
239271,Eleni Stavrou,"Eleni Stavrou, a female politician born on 4 July 1975, is a member of the Democratic Rally party, representing the Limassol constituency in the Cyprus House of Representatives. Her educational background includes studying English literature at the National and Kapodistrian University of Athens, an MA in War and Mediterranean Studies, and a PhD in war studies from King's College London."
124779,Eleonora Evi,"Italian politician Eleonora Evi, born 20 November 1983 in Milan, Italy, studied at Polytechnic University of Milan, working as a designer, Member of the European Parliament from North-West Italy from 1 July 2014 to 12 October 2022, Member of the Chamber of Deputies from Lombardy 1 since 13 October 2022, Spokesperson of Green Europe from 10 July 2021 to 30 November 2023 alongside Angelo Bonelli, previously affiliated with the Five Star Movement from 2013 to 2020 and Green Europe from 2021 to 2023, joined the Democratic Party in April 2024."
239262,Elisabetta De Blasis,"Elisabetta De Blasis, Italian politician, born 30 April 1974 in Avezzano, Italy, nationality: Italian, profession: Cardiologist, married to Angelo Cacchio, 3 children, Member of the European Parliament for Southern Italy since 2 November 2022, previously affiliated with Forza Italia (2013-2018, 2022), Lega Nord (2018-2020, 2022-2023), currently with Brothers of Italy (2020-2022, 2023-present)."
197618,Elisabetta Gualmini,"Elisabetta Gualmini is an Italian politician and university professor, born on 17 May 1968 in Modena, Italy. She is a member of the Democratic Party and has been serving as a Member of the European Parliament for North-East Italy since 2 July 2019. Gualmini has committee assignments on the Committee on Budgets and the Committee on Employment and Social Affairs. She is also part of the Parliament's delegation to the EU-Russia Parliamentary Cooperation Committee and a member of intergroups on Anti-Racism and Diversity, Western Sahara, and Fighting against Poverty. Gualmini holds a degree from the University of Bologna and a PhD from the University of Florence. She is married to Salvatore Vassallo and has two children."
125065,Eliza Vozemberg,"Eliza Vozemberg, a Greek politician, was born on 14 September 1956 in Athens, Greece. She is a member of the New Democracy party and has been serving as a Member of the European Parliament for Greece since 1 July 2014. Vozemberg studied law and political sciences at the National and Kapodistrian University of Athens. She serves on the Committee on Women's Rights and Gender Equality, the Committee on Transport and Tourism, which she chairs, and the Committee on Civil Liberties, Justice and Home Affairs. Vozemberg is also a member of the Parliament's delegation to the EU-Turkey Joint Parliamentary Committee, the European Parliament Intergroup on Seas, Rivers, Islands and Coastal Areas, and the MEPs Against Cancer group."
197714,Ellie Chowns,"Ellie Chowns, a British Green Party politician, born on 7 March 1975 in Chertsey, England, with a background in geography, environmental studies, and development studies, holding a Bachelor of Arts degree from the University of Sussex, a Master of Professional Studies degree in sustainable development from the University of Middlesex, and a Doctor of Philosophy degree in international development from the University of Birmingham. Chowns worked for charities such as Voluntary Service Overseas and Christian Aid, and as a lecturer at the University of Birmingham, specializing in international development. She was a councillor on Herefordshire Council from 2017 to 2024, leader of the Green group, and Member of the European Parliament for the West Midlands from 2019 to 2020. Chowns was elected as the Member of Parliament for North Herefordshire in 2024, overturning a significant Conservative majority with a swing of +34.4% compared to the 2019 election. She is a member of Giving What We Can, a community of people who have pledged to give at least 10% of their income to effective charities."
191693,Elsi Katainen,"Elsi Katainen is a Finnish politician, a member of the Centre Party and the Alliance of Liberals and Democrats for Europe. Born on 17 December 1966 in Haapajärvi, Finland. She served as a member of the Finnish Parliament from 21 March 2007 to 28 February 2018, representing Northern Savonia from 2007 to 2015 and Savonia-Karelia from 2015 to 2018. She has been a Member of the European Parliament since 1 March 2018, representing Finland. Her committee assignments include the Committee on International Trade from 2018 to 2019 and the Committee on Agriculture and Rural Development since 2019. She is also part of the Parliament's delegation to the EU-Russia Parliamentary Cooperation Committee, the European Parliament Intergroup on Climate Change, Biodiversity and Sustainable Development, and the MEPs Against Cancer group."
197532,Elżbieta Kruk,"Elżbieta Małgorzata Kruk, born 19 November 1959 in Lublin, Poland, is a Polish politician and a member of the national conservative party Law and Justice. She attended the John Paul II Catholic University of Lublin. Elżbieta Kruk was elected as a member of the Sejm on 25 September 2005, representing the 6 – Lublin constituency."
197544,Elżbieta Rafalska,"Elżbieta Rafalska, born 22 June 1955 in Wschowa, Poland, is a Polish politician. She has been a Member of the Sejm since 2007 and previously served as a Senator. Rafalska was the Deputy Minister of Labour and Social Policy under Ministers Joanna Kluzik-Rostkowska, Anna Kalata, and Jarosław Duda. She served as Minister of Family, Labour and Social Policy from 16 November 2015 to 4 June 2019 under Prime Ministers Beata Szydło and Mateusz Morawiecki, succeeding Władysław Kosiniak-Kamysz and preceding Bożena Borys-Szopa. Rafalska has been a Member of the European Parliament for Lubusz and West Pomeranian since 2 July 2019. She is a member of the Law and Justice party and holds a degree from the University of Szczecin."
96791,Elżbieta Łukacijewska,"Elżbieta Łukacijewska, born 25 November 1966 in Jasło, Poland, is a Polish politician from the Civic Platform party. She served as a Member of the Sejm from 23 September 2001 to 12 July 2009 and has been a Member of the European Parliament for Poland since 14 July 2009, re-elected in 2014 and 2019. She is part of the Committee on Transport and Tourism, the Committee on Women's Rights and Gender Equality, and the Parliament's delegation to the ACP–EU Joint Parliamentary Assembly."
124850,Emil Radev,"Emil Radev is a Bulgarian politician serving as a Member of the European Parliament, representing the Citizens for European Development of Bulgaria party, and the constituency of Bulgaria."
214839,Emma Wiesner,"Emma Wiesner, a female, born on 11 November 1992 in Västerås, Sweden, is a Centre Party politician and former energy systems engineer. She has been a Member of the European Parliament for Sweden since 4 February 2021, and is a member of the Renew Europe parliamentary group. Wiesner is a full member of the Committee on the Environment, Public Health and Food Safety and the Committee on Fisheries, and a substitute member of the Industry, Research and Energy committee, the Committee on Agriculture and Rural Development, and the Special Committee for the Protection of Animals in Transport. She was educated at Uppsala University."
198490,Emmanouíl Fragkos,"Emmanouil Fragkos is a Greek politician and veterinarian, born on June 27, 1993, in Chios, Greece. He graduated from the School of Veterinary Medicine of Aristotle University of Thessaloniki in November 2016. Fragkos is a member of the right-wing Greek Solution party and has been serving as a Member of the European Parliament for Greece since July 7, 2019. He signed the Madrid Charter, joining the right-wing alliance organized by Spanish political party Vox."
24505,Emmanuel Maurel,"Emmanuel Maurel, a French politician, born on 10 May 1973 in Épinay-sur-Seine, France. He was educated at Sciences Po and Paris-Sorbonne University. Maurel is a member of the New Popular Front and the Republican and Socialist Left. He was a member of the board of the French Socialist Party and a candidate for the leadership of the Socialist Party in 2018, but lost to Harlem Désir. Maurel was a member of the European Parliament from 2014 to 2024, serving on the Committee on International Trade, the Special Committee on Tax Rulings, and the Committee of Inquiry into Money Laundering. He has been a member of the National Assembly for Val-d'Oise's 3rd constituency since 8 July 2024, and previously served as a member of the delegation for relations with India and chair of the delegation to the Maghreb countries."
197430,Engin Eroglu,"Engin Eroglu is a German politician of Turkish descent, serving as a Member of the European Parliament for the Free Voters party. Born in Germany, he initially joined Bündnis 90/Die Grünen at 15 and left at 29, then joined Freie Wähler Hessen in 2012. He held various offices within the party, including state chairman of Freie Wähler Hessen and deputy federal chairman of the Free Voter Freie Wähler. Eroglu has been a member of the European Parliament since 2019, serving on the Committee on Economic and Monetary Affairs, Committee on Foreign Affairs, and several delegations. He is a member of the Renew Europe Group and the European Democratic Party. His professional background includes working as a bank clerk and independent branch manager. Eroglu is committed to preserving regional banking structures and has spoken critically of human rights violations under the Chinese regime."
96830,Enikő Győri,"Enikő Győri, a Hungarian conservative politician, born on 17 July 1968 in Budapest, Hungary. She is a member of the Fidesz party. Győri earned her degree at the Corvinus University of Budapest, Faculty of International Relations in 1992, and a PhD in 2000. She also participated in a course at École National d’Administration in 1997. Győri speaks English, Italian, Spanish, and French. She has held various positions including Member of the European Parliament (2009-2010, 2019-present), Ambassador of Hungary to Italy (1999-2003), and Ambassador of Hungary to Spain (2014-2019). Győri was the Minister of State for European Affairs, Ministry of Foreign Affairs (2010-2011) and Secretary of State of Foreign Affairs (2010-2014). She has been a lecturer at ELTE University in Budapest and Eszterházy Teachers’ College in Eger. Győri is married with two children."
197396,Erik Bergkvist,"Erik Bergkvist, a Swedish politician and former Member of the European Parliament for Sweden, born on 1 May 1965, died on 20 February 2024 at the age of 58 due to lung cancer, serving from 2019 until his death, and was succeeded by Linus Glanzelius."
197462,Erik Marquardt,"Erik Marquardt, a German politician and Member of the European Parliament, born on 20 October 1987 in Neubrandenburg, Germany, representing the Alliance 90/The Greens party, serving the Germany constituency since 2 July 2019."
239972,Erik Poulsen,"Erik Poulsen, a Danish politician and Member of the European Parliament, born on 16 June 1967 in Holstebro, Denmark, representing the Venstre party, serving the Denmark constituency since 14 November 2022."
