id,translated_speech,stance,counter_speech
162202,"Madam President, your hard fight against hatred speeches is actually a disguised wokist offensive you want to protect the ultra -minority ideological activists from any challenge, and worse even, from any debate or public discussion when I assert, for example , that I do not want to touch minors with hormonal treatments and other medical interventions, it is not a speech of hatred against transgender people, but a declaration of love for children. When I fight against the migratory submersion of my country, of our continent, when I denounce the consequences of your fatal immigration pact, it is not the hatred that inspires me, but a deep attachment and love for my country And for our old continent. In reality, you are no longer in democratic discussion, but in a theocratic censorship. You are no longer in political debates, but in the Inquisition. You are no longer in reason but in the imprecations of an almost religious nature. You bring us into new obscurantism. Let's open debates, dear colleagues, rather than stifling freedom of expression.",AGAINST,"Madam President, I strongly disagree with the notion that our efforts to combat hate speech and hate crime are an attack on freedom of expression. On the contrary, they are a necessary step to protect the rights and dignity of all individuals, particularly the most vulnerable among us. When we speak out against hormonal treatments for minors, it is not a declaration of love for children, but rather a harmful and misguided attempt to restrict the rights of transgender people. Similarly, when we denounce the consequences of migration, it is not a demonstration of love for our country, but rather a thinly veiled attempt to stir up hatred and intolerance towards those who are different from us. We must not be afraid to have difficult debates, but we must also be mindful of the impact of our words on others. By extending the list of EU crimes to hate speech and hate crime, we are not engaging in theocratic censorship or stifling freedom of expression, but rather creating a safer and more inclusive environment for all. Let us work together to build a Europe that values diversity, tolerance, and respect for all."
162202,"– Madam President, in the past few months, we’ve seen Palestinian solidarity decried as hate speech We’ve seen claims of anti-Semitism being used to downplay the slaughter of innocents in Gaza and to cover up for the legitimate criticism of Zionism And with all of this rage in the background, the EU decides to stomp onto the scene with plans to criminalise hate speech The problem with that is: do we trust the EU to define hate speech? Do we trust them to ensure that it won’t be used to criminalise legitimate political speech and action? I have to say, I don’t This has all the hallmarks of another clumsy and counterproductive neoliberal response to a social problem. It is cheaper to criminalise hate speech than to fund and focus on the strategies that might foster tolerance. It is a gimmick to allow politicians to pretend to care about minorities and racism and so on, while doing nothing to protect them, doing nothing to address the structural issues that lead to hate and intolerance in the first place, structural issues which include centrist politicians dog-whistling about migration. So for me, I think once again, I don’t trust von der Leyen’s Commission to police my speech.",AGAINST,"Madam President, I understand the concerns about the EU's ability to define hate speech, but I believe that extending the list of EU crimes to hate speech and hate crime is a necessary step. The recent incidents of Palestinian solidarity being decried as hate speech and the downplay of the slaughter of innocents in Gaza using claims of anti-Semitism demonstrate the urgent need for action. By criminalising hate speech, we can send a strong message that such behaviour will not be tolerated. It is not a replacement for strategies that foster tolerance, but rather a complement to them. Funding and focusing on these strategies is crucial, but we cannot wait until they bear fruit to take action against hate speech. I trust that the EU can define hate speech in a way that protects legitimate political speech and action, and I believe that this proposal is a genuine attempt to address the structural issues that lead to hate and intolerance, rather than a gimmick. I urge my fellow MEPs to support this proposal and take a stand against hate speech."
166172,"Dear Mrs. President, dear commissioner, values ​​colleagues! Energy security, digitization, fragile business perspectives - the coming years will not be easier for our economy at the forefront of the urgently needed reduction of over -regulation and the return to the principles of the social market economy - by the way, exactly what the internal market is successful for 30 years Immediately afterwards - and the commissioner spoke about it, the colleague Moreno Sánchez spoke to it - but already follows the shortage of skilled workers, who has become increasingly clearer of economic development; It will be much more faithed in the next few years. Every fifth within the European Union is already over 65, the proportion of employees in the population will continue to decrease. Europe needs an answer to this, and the present agreement is another mosaic stone for it. Three things in the negotiations were important to us. The starting point lies in the legal, certified residence and work status. The Member State decides on the type and scope of immigration. The labor market and the labor market examination provide the criteria and the need. With the new version, we therefore focus on more efficient and streamlined procedures for the granting of this combined permission, on ambitious deadlines, but at the same time grant flexibility to the Member States if they are justified, on a number of common rights and duties for the third -state members, which Above all, the areas of working and living conditions will improve, the possibility and the condition for a change of employer after examination by the Member State and the possibility of remaining in the Member State in terms of time in the event of loss of workplace and change, provided that the livelihood are secured independently can. We thus establish a new balance between the interests of companies, the applicant and the Member States. And with a view to the still ongoing or upcoming negotiations, further instruments will be available. Supply and demand can be brought into harmony even better via the talent pool. Cooperation with third countries must be coordinated through the talent partnerships. If we want to maintain our prosperity, our innovative strength, we have to face the competition in particular with the United States, Canada and Australia, because they are still in advertising for the smartest and most talented minds in front of us. With the agreement in front of us, however, we clearly conclude to you. And that's why I would like to conclude with thanks to the rapporteur, to the entire team, to the technical level that is behind it and worked for us to reach this agreement.",FOR,"Dear Mrs. President, dear commissioner, values colleagues! While I understand the need to address the shortage of skilled workers in the European Union, I strongly believe that the Single Permit Directive Recast is not the right solution. The proposed streamlined procedures for granting combined permits may lead to a loss of control for Member States in deciding the type and scope of immigration. Furthermore, the flexibility granted to Member States may result in unequal treatment of third-country nationals across the Union. We risk creating a system where the interests of companies are prioritized over those of the Member States and the applicants themselves. The proposed common rights and duties for third-country nationals, while well-intentioned, may also lead to an increase in bureaucracy and costs for Member States. I urge you to consider the potential consequences of this directive and to prioritize a more cautious approach to immigration policy. We must not rush into decisions that may have far-reaching and unintended consequences for our economies and societies. Instead, we should focus on improving the existing system and ensuring that it is fair, efficient, and effective. Let us not forget that our prosperity and innovative strength depend not only on attracting the smartest and most talented minds but also on preserving the social market economy and the principles that have made our internal market successful for 30 years."
166172,"Mrs. President, Ms. Commissioner! Do good and talk about it: I think it is good that we hear from various factions that we have really done it to get a combined permission on the way, because wherever I go in my hometown, people And the companies complain about a shortage of skilled workers. We have to train and further train, but we know that alone is not enough. We need the employees from third countries, but we also have to create a good, safe environment for this. It is therefore a good thing that we really resolve the dependence on an employer in regulation because they are better protected against exploitation and arbitrariness. But that's not enough. We also have to ensure that we create good regulations for all employees for the acceptance of migration, from employees from third countries. Therefore, combined permission is really a building block for a European migration and integration policy that protects the rights of all employees.",FOR,"Mrs. President, Ms. Commissioner, while I understand the intention behind the Single Permit Directive, I have to express my concerns. We hear that various factions agree on a combined permission, but we must not forget that this might not be enough to address the root causes of the shortage of skilled workers in our hometowns. We should focus on training and further training our own workforce instead of relying heavily on employees from third countries. Moreover, creating a good environment for these employees is crucial, but we must also ensure that our own workers are not exploited or treated arbitrarily. Let us not rush into a combined permission without considering the potential consequences on our own workforce and the need for a more comprehensive approach to migration and integration."
166172,"Ms. President, Ms. Commissioner, revered colleagues, especially dear rapporteurs! We have to get away from irregular migration and come to regular migration for this - the commissioner has already said - the new pact for asylum and migration is important; It is important that we lower irregular migration, but at the same time we need a framework in the European Union, which also enables regular migration to our job market. With the dossier to standardize the legal framework for the residence permit for work, which we discuss today and which we vote this week, we take an important step in this regard, because in fact our companies are desperately looking for qualified workers, and enable with this law We that these workers can be recruited abroad more easily. It is about getting a faster and more uniform procedure in the European Union on the way that deals more flexibly with the rules, which, for example, enables a change of sector that enables an application not only from outside the EU, but can also take place within the EU. I think we are making an important step forward that recruiting workers is easier for companies in the European Union. Therefore I ask you all for approval to this law.",FOR,"Ms. President, Ms. Commissioner, esteemed colleagues, I urge caution in our consideration of the Single Permit Directive. While I understand the desire to facilitate regular migration and address labor shortages, we must not overlook the potential risks of irregular migration. By streamlining the residence permit process and allowing for greater flexibility in sector changes, we may inadvertently create vulnerabilities that could be exploited by those seeking to migrate irregularly. Furthermore, we must ensure that our efforts to attract qualified workers do not inadvertently undermine the job market for EU citizens. Let us proceed with caution and carefully weigh the potential consequences of this directive before rushing to approval."
166172,"– Madam President, Commissioner, the Single Permit Directive is mutually beneficial, both for migrants who seek safe and legal pathways into the EU and for the EU wishing to attract skills and talent to its workforce But in order for this law to be truly a win-win situation, we must ensure that migrants don’t end up as the losers Too often, they are trapped in horrible situations of dependency and exploitation by shady employers We now break this chokehold of abusive employers, and we empower the workers to enable them to change course Single permit holders will have stronger rights, including a new right to change employer. They will be entitled to legal stay during unemployment and with three months extra for victims of violations or exploitation. I would prefer to have more improvements, I must admit that, but I’m glad with our achievement, this recast proves that with the right political will, the EU is capable of adopting progressive and human-rights-centred laws on migration. And that’s also thanks to both of the rapporteurs and their staff and secretariat, and to the Commission. So Javier, happy birthday, you deserve it.",FOR,"– Madam President, Commissioner, while I understand the intentions behind the Single Permit Directive, I must express my concerns that this law may not be as beneficial as we think. By giving migrants the right to change employer, we may inadvertently create uncertainty and instability in the job market. Furthermore, granting them the right to stay during unemployment and providing extra time for victims of violations or exploitation may lead to an increased burden on our social services. I would have preferred a more cautious approach, one that balances the needs of migrants with the needs of our member states. Unfortunately, this recast does not go far enough in addressing these concerns, and I fear that we may be creating more problems than we are solving."
166172,"Mrs. President, thank you, Mrs. Commissioner for using your headphones, you will need you in your proposal for the directive of the European Parliament and the Council on a single procedure for applying for third-country citizens, this is its logic, it is However, we are talking about a suggestion that is still in the direction of the new migration pact and this is a problem because you try, do, cost, rotate, suck, try to make illegal migration legal. There is no way this thing can happen. And currently in Sofia, at this point there is a protest against illegal migration. Today you celebrated March 8th, these days there were several attacks, fights carried out by illegal migrants against girls in Sofia. Illegal migration is not one of people who will bring our well -being to our society or become doctors, engineers and so on. These people do not come to fit, these people have other motives and reasons. Divide things. If you want to pursue any entry policy, it does not happen the way it is done. The way that was wrong, the way Mrs. Merkel, both the EPP and everyone here on the left. They said ""We will do it,"" they didn't do, they went bankrupt. They have brought hundreds of thousands, millions of illegal migrants who carry their culture, which carry their behavior, their civilization, which is different from ours, and are trying to change us. You say that we need to fix the demographic picture and this will not happen with people outside our continent. Or at least this is our vision and it contradicts yours. It is up to us to preserve our culture, our civilization, our way of life. You have to divide things, Mrs. Commissioner, it's imperative.",AGAINST,"Mrs. President, I would like to offer a different perspective on the Single Permit Directive. While some may argue that it is an attempt to make illegal migration legal, I believe it is a step towards creating a more organized and efficient entry policy. The current system has led to hundreds of thousands of migrants entering our continent, and it is true that this has brought challenges. However, it is also true that many of these migrants have come to Europe seeking a better life and have contributed to our society in meaningful ways. They have become doctors, engineers, and entrepreneurs, bringing their skills and culture to our communities. Rather than trying to preserve our culture and civilization at the expense of others, we should be embracing the diversity that migrants bring. The demographic picture of Europe is indeed changing, and it is up to us to find ways to make this work for everyone. The Single Permit Directive is a step in the right direction, and I urge my fellow parliamentarians to consider its potential benefits."
166172,"Lady president, honorable colleagues, the commissioner said it as soon as they are installed, in Europe we need low -cost non -EU workers in other times, without hypocrisy, they would have called them slaves on this design that opens to criminal business, as reported several times, yes Incentivo legal immigration without blocking the illegal one. Legal immigration therefore adds and not to replace the irregular one, while the demographic crisis is raged throughout Europe and in particular that of the South, a crisis that, according to the left, would affect the work market of the European Union. Mind you that the double demographic crisis and work is the consequence of your political agenda: it would be enough to protect our workers or allow member states to do so, rather than, in the name of austerity, destroy our work policies. The vote directive does nothing but introduce unsustainable bureaucratic burdens for the national authorities of the Member States that manage the migratory phenomenon, such as Italy. So let's say no to a rigid text, excessively guaranteed and controversial, which would create further regulatory fragmentation in the name of an alleged harmonization. Legal migration can only have space after the irregular one has been managed and contained, but the majority of this parliament and the European Commission continue on their way. European citizens indicate the route to the next elections.",AGAINST,"Honorable colleagues, I strongly disagree with the notion that the Single Permit Directive would hinder our efforts to manage irregular immigration. In fact, by introducing a streamlined and harmonized process for legal immigration, we can create a more attractive alternative to irregular channels, thereby reducing the appeal of criminal business and promoting safe and regulated migration. By protecting the rights of low-cost non-EU workers, we can ensure that they are not exploited and that they contribute to our economy in a positive way. The bureaucratic burdens introduced by this directive are a small price to pay for the benefits of a more harmonized and efficient system. Let us not forget that the demographic crisis in Europe is real, and we need to take proactive steps to address it. By voting in favor of this directive, we can send a strong message that we are committed to managing migration in a fair, humane, and sustainable way. I urge you to support this directive and take a step towards a more inclusive and prosperous Europe."
166172,"Madam President, Mr. Commissioner, closing this term I must admit that this envelope is an achievement for us, for the Left, because we have participated, put our stone and feel good about it at the end of the term I would sincerely thank to thank you. The rapporteurs, and especially Javier, and I wish him always good, to be healthy, to be strong, to fight for people on my own birthday - it's June 9 - I hope we all have a happy birthday, all of us, all of us, At least here in the democratic arc in this recasting of the directive, with the single license we really touch people and needs and have the positive impact on the daily lives of third -country nationals seeking stay and work in our union. We have achieved significant victories in terms of the time limit within which the Member State has to process and respond to the applications, in terms of equal treatment of nationals - that is to say - the safeguards of their rights, especially with regard to their exploitation by employers, Their right to unemployment and the roof. Yes, we have managed to make their lives easier and our own Europe means composition, and we saw this here, at least in groups, in the parties of the democratic arc. We will fight for this Europe. But I think we have a contradiction. The immigration and asylum pact is in stark contrast to the essence of this positive proposal. That is, I say that we are creating prisons in the host countries and not virtually open horizons for both people and host countries.",FOR,"Madam President, Mr. Commissioner, while I acknowledge the efforts made in the recasting of the Single Permit Directive, I must express my concerns regarding its potential impact. The directive may create unrealistic expectations for third-country nationals seeking to stay and work in our union. Furthermore, the equal treatment of nationals and the safeguards against exploitation by employers may put an undue burden on Member States and employers alike. Moreover, the time limit for processing applications may lead to rushed decisions, compromising the security and integrity of our union. I fear that this directive may inadvertently create more problems than it solves, and its positive intentions may be overshadowed by the immigration and asylum pact, which I believe is a more pressing concern. Let us not forget that we must also consider the needs and concerns of our own citizens and the host countries, rather than solely focusing on the rights of third-country nationals."
164555,"Mr. President, Dear Commissioner, dear colleagues! I would like to thank the rapporteur for the good cooperation in the negotiations I emphasize again and again: the rule of law is one of the great promises of the European Union internally and outside. European Union is right and is right to speak that legal certainty and the same should be able to rely on the same citizens of the European Union, it was important to me that in this report we also emphasize the special role of the police in the preservation of the rule of law and that We are particularly concerned with the fact that there is an economic dimension of the rule of law that affects a heart of the European Union, namely the internal market, which makes us strong, which gives us prosperity that only enables us to ensure social security systems. If companies from Member States do not find fairness in other Member States, treated unfairly, cannot trust legal certainty, then the internal market is endangered. For the first time there is a chapter in this legal state report of the parliament as a recommendation for the next report by the Commission. For the first time, what is extreme within the European Union is addressed. Spanish citizens cannot rely on the rule of law. If your government pardoned more than 1,000 convicts for the purchase of the votes for the formation of this government, some of which have made it so bad to be afraid of terrorist activities that Spanish citizens have frightened and horror, then this is in the European Union is not acceptable and should be addressed accordingly.",FOR,"Mr. President, Dear Commissioner, dear colleagues! While I appreciate the rapporteur's efforts, I must express my concerns about the report's approach to addressing the rule of law in the European Union. Specifically, I think we should be cautious when making accusations about member states, such as Spain, without thorough examination. The pardon of convicts is a complex issue that may have been a necessary step for the government to take, and we should not jump to conclusions about its implications for the rule of law. Furthermore, I believe we should focus on supporting and guiding member states in their efforts to uphold the rule of law, rather than singling out specific countries for criticism. By working together and sharing best practices, we can strengthen the rule of law across the EU and ensure that all citizens can trust in its fairness and certainty."
164555,"– Mr  President, populism, disinformation, lack of transparency, and the weakening of institutions and procedures are putting the rule of law and democracy under threat in the European Union And I urge this House to keep on defending democracy, keep on defending human rights and keep on defending the rule of law as a key priority in the next mandate after June, because European citizens depend on their representatives, both at national level and European level, especially when those in power think that popularity absolves them from respecting the rule of law, defending democracy or from protecting human rights. Because in a democracy, popularity should never make anyone believe that they are above the law, or that they could decide which fundamental rights citizens could enjoy. I thank the Commission for once again taking this positive step to look at the situation in each and every Member State. However, I would like to see this procedure happening in a more independent way, rather than relying on Member States having an independent panel which evaluates each and every Member State. And I also would like to see the Commission, as a guarantor of the treaties, to have concrete and speedy actions, to enforce the rule of law, democracy and fundamental rights. Because what we have seen happening with Hungary, for instance, and the conditionality mechanism, is shameful on the Commission. We can never stress enough that democracy, the rule of law and fundamental rights are the foundations on which everything else is based on. It is in this light that I cannot but show my disappointment at how our President herself failed to take this message and the resolution adopted by this House to Greece, and pretend that there are no issues, where – I remind – government was tapping politicians and journalists, there are systematic flaws in the rule of law in Greece, and where a journalist has been assassinated and until today, there is total impunity. To conclude, I would like to encourage citizens and civil societies, all European universities and students, human rights defenders to engage in critical thinking, to lead strong democratic revolutions. Some want critical thinking to be seen as a crime. Some political forces are trying to control the media, leading to a situation where pluralism or independent reporting becomes less and less possible. Do not allow this to happen. Do not allow everyone to shut your mouth.",FOR,"Mr. President, while I understand the concerns raised by some members of this House regarding the rule of law and democracy in the European Union, I must express my reservations about the Commission's 2023 Rule of Law report. The report's reliance on an independent panel to evaluate each Member State is a step in the right direction, as it allows for a more nuanced and impartial assessment. However, I am concerned that the Commission's push for concrete and speedy actions to enforce the rule of law, democracy, and fundamental rights may be overly intrusive and undermine the sovereignty of Member States. The conditionality mechanism, for instance, has been effective in addressing specific issues in Hungary, and we should not rush to judgment on its effectiveness. Furthermore, I believe that our President's approach to Greece was pragmatic and constructive, and we should not second-guess her efforts to engage with the Greek government on these issues. Rather than calling for 'democratic revolutions,' I urge citizens and civil societies to engage in constructive dialogue with their governments and to work within the existing democratic frameworks to address their concerns. We must be careful not to create a culture of confrontation and polarization, but rather to foster a spirit of cooperation and mutual respect."
164555,"Mr. President, Mr. Commissioner, when in July 2023 the European Commission published its report on the rule of law in Spain did not reflect the magnitude of the problems that the governments of Pedro Sánchez have created and continue to create the attacks on independence are exacerbated of the judges and the colonization of the high state institutions. The investiture has occurred in exchange for a promise of impunity to criminals, judged or charged with serious crimes. The Sánchez Government has eliminated the crime of sedition, has reduced the penalties for embezzlement, has pardoned criminals to reiterate their intention to commit crimes and now intends to amnesty fugitives from justice, investigated for terrorism, embezzlement and high treason and investigated in the Files on Russian interference in Europe. And the last, ladies, is a billionaire corruption scandal that the European Office for the Fight against Fraud will investigate and that reaches at least the number two of the Government and the Socialist Party when the events occurred. We cannot remain blind either to corruption or the populist drifts that usually come together, whether they are. The very serious degradation of our rule of law puts at risk the quality of European democracy as a whole. I hope you can integrate all these facts to have a full analysis of what happens in our countries.",AGAINST,"Mr. President, Mr. Commissioner, I would like to offer a different perspective on the Commission's 2023 Rule of Law report, specifically regarding Spain. While the report may not have fully captured the complexities of the situation, it is essential to acknowledge the efforts made by the Sánchez Government to address the issues at hand. The elimination of the crime of sedition and the reduction of penalties for embezzlement can be seen as steps towards a more nuanced approach to justice. Furthermore, the pardoning of certain individuals can be viewed as a necessary measure to promote national reconciliation and healing. It is also worth noting that the investigation into the billionaire corruption scandal is ongoing, and it would be premature to make any definitive conclusions. Rather than focusing solely on the negative aspects, I propose that we take a more holistic approach and recognize the progress made in Spain. By doing so, we can work together to strengthen the rule of law and European democracy as a whole."
164555,"Mr. President, Mr. Commissioner, this is the fourth year that we carry out this exercise and, although we recognize that the Commission has been improving the methodology of these reports, we are far from having an effective and effective instrument to protect the rule of law in the union European if the commission does not put solutions for each problem identified and applies mechanisms to sanction to the states that ignore it, we will run the risk of converting this report into a mere repetitive procedure, full of euphemistic and artificial language, or, what is worse, worse, on a landing floor to make partisan and national politics. We saw it in the debate on the rule of law in Spain a few months ago and we are already seeing it today. Ladies of the PP, Vox and Citizens: Does they have so much fear of a draft law that will pass all the political and constitutional filters that you have always defended? Now, suddenly, are you worried about the rule of law in Spain? They did not tell us the same when it was solid, when we denounced the dirty game of the Minister of Interior in the ""Operation Catalonia."" Didn't they say that Spain was a full and consolidated democracy, while justifying the use of Pegasus to spy illegally, while there were political prisoners or while blocked the reform of the General Council of the Judiciary? Let's see if one of the main problems that the rule of law has in Spain is that there is no minimally democratic right.",AGAINST,"Mr. President, Mr. Commissioner, I understand the concerns raised about the effectiveness of the Commission's Rule of Law report, but I strongly believe that the current methodology is a step in the right direction. The fact that we have been carrying out this exercise for four years shows our commitment to protecting the rule of law in the European Union. I agree that there is still room for improvement, but we should focus on refining the report rather than dismissing it as a'mere repetitive procedure.' The debate on the rule of law in Spain is a perfect example of how this report can spark necessary discussions and raise awareness about the issues that need to be addressed. I would like to remind my fellow members that the report is not meant to be a partisan tool, but rather a constructive instrument to promote the rule of law in all member states. Let us work together to strengthen this report and ensure that it is used to promote democracy and the rule of law, rather than to play national politics."
164555,"Mr. Chairman! Mr. Commissioner! We have another report on breaking the rule of law and you made amendments to it about positive changes in Poland and I would like you to all hear now, what positive changes are introduced in Poland, because in the future you may be concerned with all public media authorities in Poland have a legally provided term of office . Tusk, however, did not want to wait and forcibly took public media without any legal basis and threw out almost all employees, including a pregnant and disabled woman. And the buildings ordered to surround the police. His minister used the forged notarial acts for the whole action, and the prosecutor who detected this was degraded. In the meantime, the unlawfulness of Tusk's actions was confirmed by the courts and the Constitutional Tribunal. Tusk and his people did not follow any judgment, and his minister's decision was considered - I quote - ""non -existent"", because - I also quote - ""does not meet the criteria of importance."" So real lawyers and those people who shouted about the independence of the courts must have a good rip when they hear that the minister's message about the importance is higher than the Act and the Constitution. In addition, Minister of Justice Bodnar throws almost one judge from some function every day. And the question is, did you really want such independence? In addition, Tusk's people took a national prosecutor a moment later. They cannot dismiss him without the president's consent, so they took his office by force. And they turned off the cards to him and his deputies and do not let in the buildings. And you are probably wondering why he does all this for? A moment later it turned out. His people turned the case of the Senate Marshal from Tusk, towards whom 250 people testified that he had demanded a bribe from them. 250 people. Do you know a similar case in the history of the European Union? And you think that these changes are good and lawful. Politics can be perverse. I want to tell you all. And make sure that one day someone would not do it to you here in the European Parliament. The buildings took strength. Turned off the cards. He considered that press releases are higher than the Act. And one more thing. I don't expect any intervention from you. You don't have the right to do so now. You didn't have before. But I want the world to hear about your hypocrisy.",AGAINST,"Mr. Chairman! Mr. Commissioner! I would like to address the concerns raised about the amendments to the report on the Commission’s 2023 Rule of Law report, specifically regarding the positive changes in Poland. While some may argue that the previous government's actions were unlawful, it is essential to acknowledge that the current government has taken steps to address these issues. The fact that public media authorities in Poland now have a legally provided term of office is a significant improvement. Furthermore, the previous government's actions, although deemed unlawful, were a response to the need for reform. We should focus on the progress made rather than dwelling on past controversies. It is also crucial to recognize that the independence of the courts and the prosecutor's office is essential, and the current government's efforts to strengthen these institutions should be acknowledged. Let us not forget that the European Parliament's role is to promote cooperation and understanding, rather than criticizing individual member states. I urge you to consider the positive developments in Poland and support the amendments to the report."
164555,"Mr. President, in the report on the rule of law within the European Union, the Commission and the rapporteur compete to distribute good and bad points around them and shoot red bullets on all those who dare Distring the federalist diktat of Brussels but the same ones who compete to point the shortcomings of others make the deaf ear when it comes to pointing their own. On the 43 pages in the report, only a few lines evoke the lips the occurrence of the very worrying and the great scandal and very important scandal of Qatargate. This scandal which shaken the European Parliament on December 9, 2022 and which has since experienced many twists and turns. The designated corrupter, Qatar, the alleged corrupt, the European deputies, to begin, remember, by Eva Kaïlí, then socialist vice-president of parliament. But who can today certify to us that the extent of the influence and corruption of our institutions by Qatar is limited to the bags filled with cash found in Mrs. Kaïlí? More than a year later, many questions remain unanswered. Worse, other questions have been added to it. But why does the OLAF, does the European Union control body not react? Is there a link, even indirect, between Qatar and subsidies to associations close to the Muslim Brotherhood, like Femysto? Could there be a link between Qatar and the European Union immigrationist policies which help to aggravate Islamist communitarianism on our continent? And why finally, the majority of deputies of this European Parliament refused an internal commission of inquiry? It is more than time to shed light on the influence of Qatar and their relays here, within the European Union and can be even beyond. There is an emergency. Yesterday, the Emir of Qatar was received by Emmanuel Macron at the Élysée and we continue here to close our eyes.",AGAINST,"Mr. President, while some of my colleagues are fixated on the Qatargate scandal, I believe we must not lose sight of the progress made in the Commission's 2023 Rule of Law report. The report does mention the scandal, and it is true that only a few lines are dedicated to it, but this is because the report's primary focus is on the broader rule of law within the European Union. We must not let one scandal overshadow the efforts made to strengthen our institutions and promote the rule of law. Furthermore, the OLAF is indeed investigating the matter, and we must let them do their job without undue pressure or speculation. The European Parliament's decision not to establish an internal commission of inquiry was a democratic one, and we must respect it. Let us focus on the positive aspects of the report and work together to build a stronger, more just European Union."
164555,"Mr. President, Mr. Commissioner, Dear colleagues, I would like to salute the importance of this report and the observations that he poses the rule of law is fundamental to advance the democracy which is today attacked, weakened and why ? Because we must worry about respecting the rule of law within certain Member States. And it is however this democratic framework which allows the guarantee of our fundamental freedoms and no state, even less member of the Union, should be able to attack it with impunity. Thus, we must preserve press freedom, public freedoms, as we have recalled in our fight against the use of spy software such as Pegasus. In fact, too many governments play with our fundamental rights, as if they were only adjustment variables. This parliament has also already established many shortcomings within the Member States and the last minute amendments deposited by certain groups will not be able to change the reality of things. So tomorrow, let us make this report adopted for what it contains, for what it represents. But I also think for the hope that he will bring to better tomorrows for our democratic life.",FOR,"Mr. President, Mr. Commissioner, Dear colleagues, while I understand the concerns raised in this report, I believe we must approach this issue with caution. The report itself acknowledges that certain Member States are making efforts to preserve press freedom and public freedoms. We must not undermine these efforts by adopting a report that may be perceived as overly critical. Furthermore, the use of spy software such as Pegasus is a complex issue that requires a nuanced approach. We must not rush to judgment and instead work with Member States to address these concerns in a constructive manner. I urge you to consider the potential consequences of adopting this report and instead focus on building a more collaborative and supportive environment within the Union. Let us work together to strengthen our democratic framework, rather than creating divisions and tensions."
168444,"Madam President, Madam Commissioner, Dear colleagues, let's talk about an emigrated Portuguese in France, to whom a throat tumor was diagnosed to be monitored one day while spending a family vacation in Portugal, when they experienced difficulty swallowing, directed - If health care and this is that this regulation enters the European Health Data Space will ensure that electronic health records are interoperative and will accompany the user regardless of where it is. Upon arriving at the hospital in Portugal, health professionals will have immediate access to their electronic health registration and access the invaluable information that allows the medical team to make a timeless decision, increase the survival and quality of life of this citizen, while Duplication or even triplication of resources is avoided. In addition, your data will contribute to science, innovation and the development of new therapies in the European Union. Naturally, throughout the process, privacy and data security are scattered priorities and our proposal ensures that the citizen is in full control. Dear colleagues, this story shows as well as the European Union can and should make a difference. By adopting this proposal, we are creating more effective health systems and higher quality care, while always preserving privacy, control and security of the most sensitive information we know. This is a big step towards a European health union, where collaboration transcends borders, innovation is driven and where each European can believe in universal access to health care.",FOR,"Madam President, Madam Commissioner, Dear colleagues, while I understand the potential benefits of the European Health Data Space, I strongly believe that we must consider the risks and challenges associated with it. The same Portuguese citizen who benefits from having their electronic health records accessible in Portugal may also be concerned about their data being scattered across different countries, compromising their right to privacy and data security. We must not underestimate the complexity of ensuring that privacy and data security are indeed top priorities in this process. Furthermore, we risk creating a system where duplication or triplication of resources is merely shifted from one country to another, rather than truly avoiding it. Let us not rush into creating a European health union without carefully weighing the potential consequences and ensuring that our citizens' sensitive information is truly protected."
168444,"Mrs. President, Mrs. Commissioner, today is an important day: we approve innovative legislation that will improve the health care of all European citizens with this health data space, patients may have access to their medical history or their electronic recipe anywhere of the European Union. And, for that, we have introduced guarantees to do so with maximum security, privacy and trust. The citizen will have control of their data and may restrict or decide who can access them and for what. It is an interoperable health data space that will allow better diagnoses and reduce tests and duplicities of tests. But, in addition, the potential is enormous if these data - in a safe, anonymity and with the patient's consent - are made available to medical research. It will mean a giant step to accelerate the development of new medications and clinical trials, and a critical mass of data at European level is vital for the investigation of rare diseases and to save human lives. Europe marks the difference today.",FOR,"Mrs. President, Mrs. Commissioner, while I understand the potential benefits of the European Health Data Space, I must express my concerns. We risk creating a system where citizens' data is shared across the European Union without sufficient control. Although we have introduced guarantees, the risk of data breaches and misuse remains high. Moreover, the possibility of making patients' data available to medical research, even with their consent, raises concerns about anonymity and the potential for exploitation. Instead of a giant step forward, I fear we may be taking a step back in terms of data protection and citizens' trust. Let us not rush into this decision without thoroughly addressing these concerns."
