id,translated_speech,modified_speech
162202,"– Madam President, in the past few months, we’ve seen Palestinian solidarity decried as hate speech We’ve seen claims of anti-Semitism being used to downplay the slaughter of innocents in Gaza and to cover up for the legitimate criticism of Zionism And with all of this rage in the background, the EU decides to stomp onto the scene with plans to criminalise hate speech The problem with that is: do we trust the EU to define hate speech? Do we trust them to ensure that it won’t be used to criminalise legitimate political speech and action? I have to say, I don’t This has all the hallmarks of another clumsy and counterproductive neoliberal response to a social problem. It is cheaper to criminalise hate speech than to fund and focus on the strategies that might foster tolerance. It is a gimmick to allow politicians to pretend to care about minorities and racism and so on, while doing nothing to protect them, doing nothing to address the structural issues that lead to hate and intolerance in the first place, structural issues which include centrist politicians dog-whistling about migration. So for me, I think once again, I don’t trust von der Leyen’s Commission to police my speech.","– Madam President, in the past few months, we’ve seen Palestinian solidarity decried as hate speech We’ve seen claims of anti-Semitism being used to downplay the slaughter of innocents in Gaza and to cover up for the legitimate criticism of Zionism And with all of this rage in the background, the EU decides to stomp onto the scene with plans to criminalise hate speech The problem with that is: do we trust the EU to define hate speech? Do we trust them to ensure that it won’t be used to criminalise legitimate political speech and action? I have to say, I don’t This has all the hallmarks of another clumsy and counterproductive neoliberal response to a social problem. It is cheaper to criminalise hate speech than to fund and focus on the strategies that might foster tolerance. It is a gimmick to allow politicians to pretend to care about minorities and racism and so on, while doing nothing to protect them, doing nothing to address the structural issues that lead to hate and intolerance in the first place, structural issues which include centrist politicians dog-whistling about migration. So for me, I think once again, I don’t trust von der Leyen’s Commission to police my speech."
166172,"- Dear Mrs. President, dear commissioner, values ​​colleagues! Energy security, digitization, fragile business perspectives - the coming years will not be easier for our economy at the forefront of the urgently needed reduction of over -regulation and the return to the principles of the social market economy - by the way, exactly what the internal market is successful for 30 years Immediately afterwards - and the commissioner spoke about it, the colleague Moreno Sánchez spoke to it - but already follows the shortage of skilled workers, who has become increasingly clearer of economic development; It will be much more faithed in the next few years. Every fifth within the European Union is already over 65, the proportion of employees in the population will continue to decrease. Europe needs an answer to this, and the present agreement is another mosaic stone for it. Three things in the negotiations were important to us. The starting point lies in the legal, certified residence and work status. The Member State decides on the type and scope of immigration. The labor market and the labor market examination provide the criteria and the need. With the new version, we therefore focus on more efficient and streamlined procedures for the granting of this combined permission, on ambitious deadlines, but at the same time grant flexibility to the Member States if they are justified, on a number of common rights and duties for the third -state members, which Above all, the areas of working and living conditions will improve, the possibility and the condition for a change of employer after examination by the Member State and the possibility of remaining in the Member State in terms of time in the event of loss of workplace and change, provided that the livelihood are secured independently can. We thus establish a new balance between the interests of companies, the applicant and the Member States. And with a view to the still ongoing or upcoming negotiations, further instruments will be available. Supply and demand can be brought into harmony even better via the talent pool. Cooperation with third countries must be coordinated through the talent partnerships. If we want to maintain our prosperity, our innovative strength, we have to face the competition in particular with the United States, Canada and Australia, because they are still in advertising for the smartest and most talented minds in front of us. With the agreement in front of us, however, we clearly conclude to you. And that's why I would like to conclude with thanks to the rapporteur, to the entire team, to the technical level that is behind it and worked for us to reach this agreement.","- Dear Mrs. President, dear commissioner, values ​​colleagues! Energy security, digitization, fragile business perspectives - the coming years will not be easier for our economy at the forefront of the urgently needed reduction of over -regulation and the return to the principles of the social market economy - by the way, exactly what the internal market is successful for 30 years Immediately afterwards - and the commissioner spoke about it, the colleague Moreno Sánchez spoke to it - but already follows the shortage of skilled workers, who has become increasingly clearer of economic development; It will be much more faithed in the next few years. Every fifth within the European Union is already over 65, the proportion of employees in the population will continue to decrease. Europe needs an answer to this, and the present agreement is another mosaic stone for it. Three things in the negotiations were important to us. The starting point lies in the legal, certified residence and work status. The Member State decides on the type and scope of immigration. The labor market and the labor market examination provide the criteria and the need. With the new version, we therefore focus on more efficient and streamlined procedures for the granting of this combined permission, on ambitious deadlines, but at the same time grant flexibility to the Member States if they are justified, on a number of common rights and duties for the third -state members, which Above all, the areas of working and living conditions will improve, the possibility and the condition for a change of employer after examination by the Member State and the possibility of remaining in the Member State in terms of time in the event of loss of workplace and change, provided that the livelihood are secured independently can. We thus establish a new balance between the interests of companies, the applicant and the Member States. And with a view to the still ongoing or upcoming negotiations, further instruments will be available. Supply and demand can be brought into harmony even better via the talent pool. Cooperation with third countries must be coordinated through the talent partnerships. If we want to maintain our prosperity, our innovative strength, we have to face the competition in particular with the United States, Canada and Australia, because they are still in advertising for the smartest and most talented minds in front of us. With the agreement in front of us, however, we clearly conclude to you. And that's why I would like to conclude with thanks to the rapporteur, to the entire team, to the technical level that is behind it and worked for us to reach this agreement."
166172,"- Mrs. President, Ms. Commissioner! Do good and talk about it: I think it is good that we hear from various factions that we have really done it to get a combined permission on the way, because wherever I go in my hometown, people And the companies complain about a shortage of skilled workers. We have to train and further train, but we know that alone is not enough. We need the employees from third countries, but we also have to create a good, safe environment for this. It is therefore a good thing that we really resolve the dependence on an employer in regulation because they are better protected against exploitation and arbitrariness. But that's not enough. We also have to ensure that we create good regulations for all employees for the acceptance of migration, from employees from third countries. Therefore, combined permission is really a building block for a European migration and integration policy that protects the rights of all employees.","- Mrs. President, Ms. Commissioner! Do good and talk about it: I think it is good that we hear from various factions that we have really done it to get a combined permission on the way, because wherever I go in my hometown, people And the companies complain about a shortage of skilled workers. We have to train and further train, but we know that alone is not enough. We need the employees from third countries, but we also have to create a good, safe environment for this. It is therefore a good thing that we really resolve the dependence on an employer in regulation because they are better protected against exploitation and arbitrariness. But that's not enough. We also have to ensure that we create good regulations for all employees for the acceptance of migration, from employees from third countries. Therefore, combined permission is really a building block for a European migration and integration policy that protects the rights of all employees."
166172,"- Ms. President, Ms. Commissioner, revered colleagues, especially dear rapporteurs! We have to get away from irregular migration and come to regular migration for this - the commissioner has already said - the new pact for asylum and migration is important; It is important that we lower irregular migration, but at the same time we need a framework in the European Union, which also enables regular migration to our job market. With the dossier to standardize the legal framework for the residence permit for work, which we discuss today and which we vote this week, we take an important step in this regard, because in fact our companies are desperately looking for qualified workers, and enable with this law We that these workers can be recruited abroad more easily. It is about getting a faster and more uniform procedure in the European Union on the way that deals more flexibly with the rules, which, for example, enables a change of sector that enables an application not only from outside the EU, but can also take place within the EU. I think we are making an important step forward that recruiting workers is easier for companies in the European Union. Therefore I ask you all for approval to this law.","- Ms. President, Ms. Commissioner, revered colleagues, especially dear rapporteurs! We have to get away from irregular migration and come to regular migration for this - the commissioner has already said - the new pact for asylum and migration is important; It is important that we lower irregular migration, but at the same time we need a framework in the European Union, which also enables regular migration to our job market. With the dossier to standardize the legal framework for the residence permit for work, which we discuss today and which we vote this week, we take an important step in this regard, because in fact our companies are desperately looking for qualified workers, and enable with this law We that these workers can be recruited abroad more easily. It is about getting a faster and more uniform procedure in the European Union on the way that deals more flexibly with the rules, which, for example, enables a change of sector that enables an application not only from outside the EU, but can also take place within the EU. I think we are making an important step forward that recruiting workers is easier for companies in the European Union. Therefore I ask you all for approval to this law."
166172,"– Madam President, Commissioner, the Single Permit Directive is mutually beneficial, both for migrants who seek safe and legal pathways into the EU and for the EU wishing to attract skills and talent to its workforce But in order for this law to be truly a win-win situation, we must ensure that migrants don’t end up as the losers Too often, they are trapped in horrible situations of dependency and exploitation by shady employers We now break this chokehold of abusive employers, and we empower the workers to enable them to change course Single permit holders will have stronger rights, including a new right to change employer. They will be entitled to legal stay during unemployment and with three months extra for victims of violations or exploitation. I would prefer to have more improvements, I must admit that, but I’m glad with our achievement, this recast proves that with the right political will, the EU is capable of adopting progressive and human-rights-centred laws on migration. And that’s also thanks to both of the rapporteurs and their staff and secretariat, and to the Commission. So Javier, happy birthday, you deserve it.","– Madam President, Commissioner, the Single Permit Directive is mutually beneficial, both for migrants who seek safe and legal pathways into the EU and for the EU wishing to attract skills and talent to its workforce But in order for this law to be truly a win-win situation, we must ensure that migrants don’t end up as the losers Too often, they are trapped in horrible situations of dependency and exploitation by shady employers We now break this chokehold of abusive employers, and we empower the workers to enable them to change course Single permit holders will have stronger rights, including a new right to change employer. They will be entitled to legal stay during unemployment and with three months extra for victims of violations or exploitation. I would prefer to have more improvements, I must admit that, but I’m glad with our achievement, this recast proves that with the right political will, the EU is capable of adopting progressive and human-rights-centred laws on migration. And that’s also thanks to both of the rapporteurs and their staff and secretariat, and to the Commission. So Javier, happy birthday, you deserve it."
166172,"-Mrs. President, thank you, Mrs. Commissioner for using your headphones, you will need you in your proposal for the directive of the European Parliament and the Council on a single procedure for applying for third-country citizens, this is its logic, it is However, we are talking about a suggestion that is still in the direction of the new migration pact and this is a problem because you try, do, cost, rotate, suck, try to make illegal migration legal. There is no way this thing can happen. And currently in Sofia, at this point there is a protest against illegal migration. Today you celebrated March 8th, these days there were several attacks, fights carried out by illegal migrants against girls in Sofia. Illegal migration is not one of people who will bring our well -being to our society or become doctors, engineers and so on. These people do not come to fit, these people have other motives and reasons. Divide things. If you want to pursue any entry policy, it does not happen the way it is done. The way that was wrong, the way Mrs. Merkel, both the EPP and everyone here on the left. They said ""We will do it,"" they didn't do, they went bankrupt. They have brought hundreds of thousands, millions of illegal migrants who carry their culture, which carry their behavior, their civilization, which is different from ours, and are trying to change us. You say that we need to fix the demographic picture and this will not happen with people outside our continent. Or at least this is our vision and it contradicts yours. It is up to us to preserve our culture, our civilization, our way of life. You have to divide things, Mrs. Commissioner, it's imperative.","-Mrs. President, thank you, Mrs. Commissioner for using your headphones, you will need you in your proposal for the directive of the European Parliament and the Council on a single procedure for applying for third-country citizens, this is its logic, it is However, we are talking about a suggestion that is still in the direction of the new migration pact and this is a problem because you try, do, cost, rotate, suck, try to make illegal migration legal. There is no way this thing can happen. And currently in Sofia, at this point there is a protest against illegal migration. Today you celebrated March 8th, these days there were several attacks, fights carried out by illegal migrants against girls in Sofia. Illegal migration is not one of people who will bring our well -being to our society or become doctors, engineers and so on. These people do not come to fit, these people have other motives and reasons. Divide things. If you want to pursue any entry policy, it does not happen the way it is done. The way that was wrong, the way Mrs. Merkel, both the [GROUP] and everyone here on the left. They said ""We will do it,"" they didn't do, they went bankrupt. They have brought hundreds of thousands, millions of illegal migrants who carry their culture, which carry their behavior, their civilization, which is different from ours, and are trying to change us. You say that we need to fix the demographic picture and this will not happen with people outside our continent. Or at least this is our vision and it contradicts yours. It is up to us to preserve our culture, our civilization, our way of life. You have to divide things, Mrs. Commissioner, it's imperative."
166172,"- Lady president, honorable colleagues, the commissioner said it as soon as they are installed, in Europe we need low -cost non -EU workers in other times, without hypocrisy, they would have called them slaves on this design that opens to criminal business, as reported several times, yes Incentivo legal immigration without blocking the illegal one. Legal immigration therefore adds and not to replace the irregular one, while the demographic crisis is raged throughout Europe and in particular that of the South, a crisis that, according to the left, would affect the work market of the European Union. Mind you that the double demographic crisis and work is the consequence of your political agenda: it would be enough to protect our workers or allow member states to do so, rather than, in the name of austerity, destroy our work policies. The vote directive does nothing but introduce unsustainable bureaucratic burdens for the national authorities of the Member States that manage the migratory phenomenon, such as Italy. So let's say no to a rigid text, excessively guaranteed and controversial, which would create further regulatory fragmentation in the name of an alleged harmonization. Legal migration can only have space after the irregular one has been managed and contained, but the majority of this parliament and the European Commission continue on their way. European citizens indicate the route to the next elections.","- Lady president, honorable colleagues, the commissioner said it as soon as they are installed, in Europe we need low -cost non -EU workers in other times, without hypocrisy, they would have called them slaves on this design that opens to criminal business, as reported several times, yes Incentivo legal immigration without blocking the illegal one. Legal immigration therefore adds and not to replace the irregular one, while the demographic crisis is raged throughout Europe and in particular that of the South, a crisis that, according to the left, would affect the work market of the European Union. Mind you that the double demographic crisis and work is the consequence of your political agenda: it would be enough to protect our workers or allow member states to do so, rather than, in the name of austerity, destroy our work policies. The vote directive does nothing but introduce unsustainable bureaucratic burdens for the national authorities of the Member States that manage the migratory phenomenon, such as Italy. So let's say no to a rigid text, excessively guaranteed and controversial, which would create further regulatory fragmentation in the name of an alleged harmonization. Legal migration can only have space after the irregular one has been managed and contained, but the majority of this parliament and the European Commission continue on their way. European citizens indicate the route to the next elections."
166172,"- Madam President, Mr. Commissioner, closing this term I must admit that this envelope is an achievement for us, for the Left, because we have participated, put our stone and feel good about it at the end of the term I would sincerely thank to thank you. The rapporteurs, and especially Javier, and I wish him always good, to be healthy, to be strong, to fight for people on my own birthday - it's June 9 - I hope we all have a happy birthday, all of us, all of us, At least here in the democratic arc in this recasting of the directive, with the single license we really touch people and needs and have the positive impact on the daily lives of third -country nationals seeking stay and work in our union. We have achieved significant victories in terms of the time limit within which the Member State has to process and respond to the applications, in terms of equal treatment of nationals - that is to say - the safeguards of their rights, especially with regard to their exploitation by employers, Their right to unemployment and the roof. Yes, we have managed to make their lives easier and our own Europe means composition, and we saw this here, at least in groups, in the parties of the democratic arc. We will fight for this Europe. But I think we have a contradiction. The immigration and asylum pact is in stark contrast to the essence of this positive proposal. That is, I say that we are creating prisons in the host countries and not virtually open horizons for both people and host countries.","- Madam President, Mr. Commissioner, closing this term I must admit that this envelope is an achievement for us, for [GROUP], because we have participated, put our stone and feel good about it at the end of the term I would sincerely thank to thank you. The rapporteurs, and especially Javier, and I wish him always good, to be healthy, to be strong, to fight for people on my own birthday - it's June 9 - I hope we all have a happy birthday, all of us, all of us, At least here in the democratic arc in this recasting of the directive, with the single license we really touch people and needs and have the positive impact on the daily lives of third -country nationals seeking stay and work in our union. We have achieved significant victories in terms of the time limit within which the Member State has to process and respond to the applications, in terms of equal treatment of nationals - that is to say - the safeguards of their rights, especially with regard to their exploitation by employers, Their right to unemployment and the roof. Yes, we have managed to make their lives easier and our own Europe means composition, and we saw this here, at least in groups, in the parties of the democratic arc. We will fight for this Europe. But I think we have a contradiction. The immigration and asylum pact is in stark contrast to the essence of this positive proposal. That is, I say that we are creating prisons in the host countries and not virtually open horizons for both people and host countries."
164555,"- Mr. President, Dear Commissioner, dear colleagues! I would like to thank the rapporteur for the good cooperation in the negotiations I emphasize again and again: the rule of law is one of the great promises of the European Union internally and outside. European Union is right and is right to speak that legal certainty and the same should be able to rely on the same citizens of the European Union, it was important to me that in this report we also emphasize the special role of the police in the preservation of the rule of law and that We are particularly concerned with the fact that there is an economic dimension of the rule of law that affects a heart of the European Union, namely the internal market, which makes us strong, which gives us prosperity that only enables us to ensure social security systems. If companies from Member States do not find fairness in other Member States, treated unfairly, cannot trust legal certainty, then the internal market is endangered. For the first time there is a chapter in this legal state report of the parliament as a recommendation for the next report by the Commission. For the first time, what is extreme within the European Union is addressed. Spanish citizens cannot rely on the rule of law. If your government pardoned more than 1,000 convicts for the purchase of the votes for the formation of this government, some of which have made it so bad to be afraid of terrorist activities that Spanish citizens have frightened and horror, then this is in the European Union is not acceptable and should be addressed accordingly.","- Mr. President, Dear Commissioner, dear colleagues! I would like to thank the rapporteur for the good cooperation in the negotiations I emphasize again and again: the rule of law is one of the great promises of the European Union internally and outside. European Union is right and is right to speak that legal certainty and the same should be able to rely on the same citizens of the European Union, it was important to me that in this report we also emphasize the special role of the police in the preservation of the rule of law and that We are particularly concerned with the fact that there is an economic dimension of the rule of law that affects a heart of the European Union, namely the internal market, which makes us strong, which gives us prosperity that only enables us to ensure social security systems. If companies from Member States do not find fairness in other Member States, treated unfairly, cannot trust legal certainty, then the internal market is endangered. For the first time there is a chapter in this legal state report of the parliament as a recommendation for the next report by the Commission. For the first time, what is extreme within the European Union is addressed. Spanish citizens cannot rely on the rule of law. If your government pardoned more than 1,000 convicts for the purchase of the votes for the formation of this government, some of which have made it so bad to be afraid of terrorist activities that Spanish citizens have frightened and horror, then this is in the European Union is not acceptable and should be addressed accordingly."
164555,"– Mr  President, populism, disinformation, lack of transparency, and the weakening of institutions and procedures are putting the rule of law and democracy under threat in the European Union And I urge this House to keep on defending democracy, keep on defending human rights and keep on defending the rule of law as a key priority in the next mandate after June, because European citizens depend on their representatives, both at national level and European level, especially when those in power think that popularity absolves them from respecting the rule of law, defending democracy or from protecting human rights. Because in a democracy, popularity should never make anyone believe that they are above the law, or that they could decide which fundamental rights citizens could enjoy. I thank the Commission for once again taking this positive step to look at the situation in each and every Member State. However, I would like to see this procedure happening in a more independent way, rather than relying on Member States having an independent panel which evaluates each and every Member State. And I also would like to see the Commission, as a guarantor of the treaties, to have concrete and speedy actions, to enforce the rule of law, democracy and fundamental rights. Because what we have seen happening with Hungary, for instance, and the conditionality mechanism, is shameful on the Commission. We can never stress enough that democracy, the rule of law and fundamental rights are the foundations on which everything else is based on. It is in this light that I cannot but show my disappointment at how our President herself failed to take this message and the resolution adopted by this House to Greece, and pretend that there are no issues, where – I remind – government was tapping politicians and journalists, there are systematic flaws in the rule of law in Greece, and where a journalist has been assassinated and until today, there is total impunity. To conclude, I would like to encourage citizens and civil societies, all European universities and students, human rights defenders to engage in critical thinking, to lead strong democratic revolutions. Some want critical thinking to be seen as a crime. Some political forces are trying to control the media, leading to a situation where pluralism or independent reporting becomes less and less possible. Do not allow this to happen. Do not allow everyone to shut your mouth.","– Mr  President, populism, disinformation, lack of transparency, and the weakening of institutions and procedures are putting the rule of law and democracy under threat in the European Union And I urge this House to keep on defending democracy, keep on defending human rights and keep on defending the rule of law as a key priority in the next mandate after June, because European citizens depend on their representatives, both at national level and European level, especially when those in power think that popularity absolves them from respecting the rule of law, defending democracy or from protecting human rights. Because in a democracy, popularity should never make anyone believe that they are above the law, or that they could decide which fundamental rights citizens could enjoy. I thank the Commission for once again taking this positive step to look at the situation in each and every Member State. However, I would like to see this procedure happening in a more independent way, rather than relying on Member States having an independent panel which evaluates each and every Member State. And I also would like to see the Commission, as a guarantor of the treaties, to have concrete and speedy actions, to enforce the rule of law, democracy and fundamental rights. Because what we have seen happening with Hungary, for instance, and the conditionality mechanism, is shameful on the Commission. We can never stress enough that democracy, the rule of law and fundamental rights are the foundations on which everything else is based on. It is in this light that I cannot but show my disappointment at how our President herself failed to take this message and the resolution adopted by this House to Greece, and pretend that there are no issues, where – I remind – government was tapping politicians and journalists, there are systematic flaws in the rule of law in Greece, and where a journalist has been assassinated and until today, there is total impunity. To conclude, I would like to encourage citizens and civil societies, all European universities and students, human rights defenders to engage in critical thinking, to lead strong democratic revolutions. Some want critical thinking to be seen as a crime. Some political forces are trying to control the media, leading to a situation where pluralism or independent reporting becomes less and less possible. Do not allow this to happen. Do not allow everyone to shut your mouth."
164555,"- Mr. President, Mr. Commissioner, when in July 2023 the European Commission published its report on the rule of law in Spain did not reflect the magnitude of the problems that the governments of Pedro Sánchez have created and continue to create the attacks on independence are exacerbated of the judges and the colonization of the high state institutions. The investiture has occurred in exchange for a promise of impunity to criminals, judged or charged with serious crimes. The Sánchez Government has eliminated the crime of sedition, has reduced the penalties for embezzlement, has pardoned criminals to reiterate their intention to commit crimes and now intends to amnesty fugitives from justice, investigated for terrorism, embezzlement and high treason and investigated in the Files on Russian interference in Europe. And the last, ladies, is a billionaire corruption scandal that the European Office for the Fight against Fraud will investigate and that reaches at least the number two of the Government and the Socialist Party when the events occurred. We cannot remain blind either to corruption or the populist drifts that usually come together, whether they are. The very serious degradation of our rule of law puts at risk the quality of European democracy as a whole. I hope you can integrate all these facts to have a full analysis of what happens in our countries.","- Mr. President, Mr. Commissioner, when in July 2023 the European Commission published its report on the rule of law in Spain did not reflect the magnitude of the problems that the governments of Pedro Sánchez have created and continue to create the attacks on independence are exacerbated of the judges and the colonization of the high state institutions. The investiture has occurred in exchange for a promise of impunity to criminals, judged or charged with serious crimes. The Sánchez Government has eliminated the crime of sedition, has reduced the penalties for embezzlement, has pardoned criminals to reiterate their intention to commit crimes and now intends to amnesty fugitives from justice, investigated for terrorism, embezzlement and high treason and investigated in the Files on Russian interference in Europe. And the last, ladies, is a billionaire corruption scandal that the European Office for the Fight against Fraud will investigate and that reaches at least the number two of the Government and the Socialist Party when the events occurred. We cannot remain blind either to corruption or the populist drifts that usually come together, whether they are. The very serious degradation of our rule of law puts at risk the quality of European democracy as a whole. I hope you can integrate all these facts to have a full analysis of what happens in our countries."
164555,"- Mr. President, Mr. Commissioner, this is the fourth year that we carry out this exercise and, although we recognize that the Commission has been improving the methodology of these reports, we are far from having an effective and effective instrument to protect the rule of law in the union European if the commission does not put solutions for each problem identified and applies mechanisms to sanction to the states that ignore it, we will run the risk of converting this report into a mere repetitive procedure, full of euphemistic and artificial language, or, what is worse, worse, on a landing floor to make partisan and national politics. We saw it in the debate on the rule of law in Spain a few months ago and we are already seeing it today. Ladies of the PP, Vox and Citizens: Does they have so much fear of a draft law that will pass all the political and constitutional filters that you have always defended? Now, suddenly, are you worried about the rule of law in Spain? They did not tell us the same when it was solid, when we denounced the dirty game of the Minister of Interior in the ""Operation Catalonia."" Didn't they say that Spain was a full and consolidated democracy, while justifying the use of Pegasus to spy illegally, while there were political prisoners or while blocked the reform of the General Council of the Judiciary? Let's see if one of the main problems that the rule of law has in Spain is that there is no minimally democratic right.","- Mr. President, Mr. Commissioner, this is the fourth year that we carry out this exercise and, although we recognize that the Commission has been improving the methodology of these reports, we are far from having an effective and effective instrument to protect the rule of law in the union European if the commission does not put solutions for each problem identified and applies mechanisms to sanction to the states that ignore it, we will run the risk of converting this report into a mere repetitive procedure, full of euphemistic and artificial language, or, what is worse, worse, on a landing floor to make partisan and national politics. We saw it in the debate on the rule of law in Spain a few months ago and we are already seeing it today. Ladies of the PP, Vox and Citizens: Does they have so much fear of a draft law that will pass all the political and constitutional filters that you have always defended? Now, suddenly, are you worried about the rule of law in Spain? They did not tell us the same when it was solid, when we denounced the dirty game of the Minister of Interior in the ""Operation Catalonia."" Didn't they say that Spain was a full and consolidated democracy, while justifying the use of Pegasus to spy illegally, while there were political prisoners or while blocked the reform of the General Council of the Judiciary? Let's see if one of the main problems that the rule of law has in Spain is that there is no minimally democratic right."
164555,"- Mr. Chairman! Mr. Commissioner! We have another report on breaking the rule of law and you made amendments to it about positive changes in Poland and I would like you to all hear now, what positive changes are introduced in Poland, because in the future you may be concerned with all public media authorities in Poland have a legally provided term of office . Tusk, however, did not want to wait and forcibly took public media without any legal basis and threw out almost all employees, including a pregnant and disabled woman. And the buildings ordered to surround the police. His minister used the forged notarial acts for the whole action, and the prosecutor who detected this was degraded. In the meantime, the unlawfulness of Tusk's actions was confirmed by the courts and the Constitutional Tribunal. Tusk and his people did not follow any judgment, and his minister's decision was considered - I quote - ""non -existent"", because - I also quote - ""does not meet the criteria of importance."" So real lawyers and those people who shouted about the independence of the courts must have a good rip when they hear that the minister's message about the importance is higher than the Act and the Constitution. In addition, Minister of Justice Bodnar throws almost one judge from some function every day. And the question is, did you really want such independence? In addition, Tusk's people took a national prosecutor a moment later. They cannot dismiss him without the president's consent, so they took his office by force. And they turned off the cards to him and his deputies and do not let in the buildings. And you are probably wondering why he does all this for? A moment later it turned out. His people turned the case of the Senate Marshal from Tusk, towards whom 250 people testified that he had demanded a bribe from them. 250 people. Do you know a similar case in the history of the European Union? And you think that these changes are good and lawful. Politics can be perverse. I want to tell you all. And make sure that one day someone would not do it to you here in the European Parliament. The buildings took strength. Turned off the cards. He considered that press releases are higher than the Act. And one more thing. I don't expect any intervention from you. You don't have the right to do so now. You didn't have before. But I want the world to hear about your hypocrisy.","- Mr. Chairman! Mr. Commissioner! We have another report on breaking the rule of law and you made amendments to it about positive changes in Poland and I would like you to all hear now, what positive changes are introduced in Poland, because in the future you may be concerned with all public media authorities in Poland have a legally provided term of office . Tusk, however, did not want to wait and forcibly took public media without any legal basis and threw out almost all employees, including a pregnant and disabled woman. And the buildings ordered to surround the police. His minister used the forged notarial acts for the whole action, and the prosecutor who detected this was degraded. In the meantime, the unlawfulness of Tusk's actions was confirmed by the courts and the Constitutional Tribunal. Tusk and his people did not follow any judgment, and his minister's decision was considered - I quote - ""non -existent"", because - I also quote - ""does not meet the criteria of importance."" So real lawyers and those people who shouted about the independence of the courts must have a good rip when they hear that the minister's message about the importance is higher than the Act and the Constitution. In addition, Minister of Justice Bodnar throws almost one judge from some function every day. And the question is, did you really want such independence? In addition, Tusk's people took a national prosecutor a moment later. They cannot dismiss him without the president's consent, so they took his office by force. And they turned off the cards to him and his deputies and do not let in the buildings. And you are probably wondering why he does all this for? A moment later it turned out. His people turned the case of the Senate Marshal from Tusk, towards whom 250 people testified that he had demanded a bribe from them. 250 people. Do you know a similar case in the history of the European Union? And you think that these changes are good and lawful. Politics can be perverse. I want to tell you all. And make sure that one day someone would not do it to you here in the European Parliament. The buildings took strength. Turned off the cards. He considered that press releases are higher than the Act. And one more thing. I don't expect any intervention from you. You don't have the right to do so now. You didn't have before. But I want the world to hear about your hypocrisy."
164555,"- Mr. President, in the report on the rule of law within the European Union, the Commission and the rapporteur compete to distribute good and bad points around them and shoot red bullets on all those who dare Distring the federalist diktat of Brussels but the same ones who compete to point the shortcomings of others make the deaf ear when it comes to pointing their own. On the 43 pages in the report, only a few lines evoke the lips the occurrence of the very worrying and the great scandal and very important scandal of Qatargate. This scandal which shaken the European Parliament on December 9, 2022 and which has since experienced many twists and turns. The designated corrupter, Qatar, the alleged corrupt, the European deputies, to begin, remember, by Eva Kaïlí, then socialist vice-president of parliament. But who can today certify to us that the extent of the influence and corruption of our institutions by Qatar is limited to the bags filled with cash found in Mrs. Kaïlí? More than a year later, many questions remain unanswered. Worse, other questions have been added to it. But why does the OLAF, does the European Union control body not react? Is there a link, even indirect, between Qatar and subsidies to associations close to the Muslim Brotherhood, like Femysto? Could there be a link between Qatar and the European Union immigrationist policies which help to aggravate Islamist communitarianism on our continent? And why finally, the majority of deputies of this European Parliament refused an internal commission of inquiry? It is more than time to shed light on the influence of Qatar and their relays here, within the European Union and can be even beyond. There is an emergency. Yesterday, the Emir of Qatar was received by Emmanuel Macron at the Élysée and we continue here to close our eyes.","- Mr. President, in the report on the rule of law within the European Union, the Commission and the rapporteur compete to distribute good and bad points around them and shoot red bullets on all those who dare Distring the federalist diktat of Brussels but the same ones who compete to point the shortcomings of others make the deaf ear when it comes to pointing their own. On the 43 pages in the report, only a few lines evoke the lips the occurrence of the very worrying and the great scandal and very important scandal of Qatargate. This scandal which shaken the European Parliament on December 9, 2022 and which has since experienced many twists and turns. The designated corrupter, Qatar, the alleged corrupt, the European deputies, to begin, remember, by Eva Kaïlí, then socialist vice-president of parliament. But who can today certify to us that the extent of the influence and corruption of our institutions by Qatar is limited to the bags filled with cash found in Mrs. Kaïlí? More than a year later, many questions remain unanswered. Worse, other questions have been added to it. But why does the OLAF, does the European Union control body not react? Is there a link, even indirect, between Qatar and subsidies to associations close to the Muslim Brotherhood, like Femysto? Could there be a link between Qatar and the European Union immigrationist policies which help to aggravate Islamist communitarianism on our continent? And why finally, the majority of deputies of this European Parliament refused an internal commission of inquiry? It is more than time to shed light on the influence of Qatar and their relays here, within the European Union and can be even beyond. There is an emergency. Yesterday, the Emir of Qatar was received by Emmanuel Macron at the Élysée and we continue here to close our eyes."
